Prompt ID;Prompt;Hint;Response ID;Response
286327;Apa saja karakter yang paling menyebalkan bagimu?;;11850;kalak putut khut kalak kisat kut kalak bue su chehok ne
286331;Bagaimana pendapatmu tentang kehidupan di masa lampau? ;;2244;sedih lua biase
286332;Bagaimana pendapatmu tentang yang akan terjadi di masa depan?;;11919;kune cakhe pendapat mu tentang si  bakal terjakhdi nie mase depan
286332;Bagaimana pendapatmu tentang yang akan terjadi di masa depan?;;11923;tekhime pelin kae si akan tekhjadi ni mase depan
286335;Apa saja kualitas seorang pengurus rumah tangga yang hebat?;;11935;kae plin kualitas jeme pengurus khumah tangge si hebat
286335;Apa saja kualitas seorang pengurus rumah tangga yang hebat?;;4571;nemu bahani bahanen khumah senankhen semangat
286335;Apa saja kualitas seorang pengurus rumah tangga yang hebat?;;11965;menjage anak memasak mengukhusi khumah kase get kalak khumah
286335;Apa saja kualitas seorang pengurus rumah tangga yang hebat?;;11975;ukhus anak, ukhus suami dan ukhus pekekhjaan khumah
286336;Apa saja kualitas seorang pemimpin rumah tangga yang hebat?;;4161;harus tangung jawab del kite jadi pemimpin harus ukhok gakham sen
286336;Apa saja kualitas seorang pemimpin rumah tangga yang hebat?;;11951;mu khen belanje be bekhu mu menuhi kebutuhen
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11973;kae Ale me sip plin khumah te let imbang khaun khaun me te malet medem
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11978;pepelin medem,masak-masak main hp pokokne kae si Mahan aku senang lah
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11984;melolo khut imbang Sampek lupe waktu Sampek Kene tenggo be
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11996;medem pelin, melelo hape, nasak i gule , medalan keliling khumah
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11969;lajang-lajang be Pante si mbogoh khut khami
286337;Bagaimana kamu menghabiskan waktu libur panjang saat jauh dari rumah?;;11993;waktu libukhen aku gati laus mekolam ngato ikan bekhenang suke laus khumah amek ku medan ni khumah amek ku
286338;Apa saja masalah kemasyarakatan yang paling kamu khawatirkan?;;11998;khubat main setengkahen khut malet pet sembahyang
286338;Apa saja masalah kemasyarakatan yang paling kamu khawatirkan?;;12013;masalah si ku biarken ni bages kute Edi tentang khubat dan narkobe
286338;Apa saja masalah kemasyarakatan yang paling kamu khawatirkan?;;11994;mbiyakh khabut khut imbang ni kute khut keluakhge
286338;Apa saja masalah kemasyarakatan yang paling kamu khawatirkan?;;11995;gembakh,banjekh Edi hamin si ku biah khi
286339;Ceritakan tentang milikmu yang paling berharga.;;12021;okhang tue ku khut imbang segekuh ku kakhena Edi bahan SE aku bahagia v
286339;Ceritakan tentang milikmu yang paling berharga.;;12010;malet kade pen gedi gedi plim amin geluh nde
286339;Ceritakan tentang milikmu yang paling berharga.;;12025;Anakku adalah hakhte si paling berharga bagas geluhku
286340;Jelaskan kamu ingin menjadi orang yang seperti apa.;;12044;de aku nate ngu jadi jeme bayak si dermawan nemu bantu jeme tekhem
286340;Jelaskan kamu ingin menjadi orang yang seperti apa.;;12043;njadi jeme si Mende pekhasat , njadi kalak sukses
286340;Jelaskan kamu ingin menjadi orang yang seperti apa.;;2907;aku nanggat jadi khalak megune
286341;Menurutmu bagaimana rasanya kehilangan seseorang yang penting dalam hidupmu?;;12062;was ate bage malet pot khase ne gelukh v
286341;Menurutmu bagaimana rasanya kehilangan seseorang yang penting dalam hidupmu?;;12046;sedih,hancukh Mak tecekhiteken sedih ne khase ne malet nae gune ne ngeluh ni dunie nde v
286341;Menurutmu bagaimana rasanya kehilangan seseorang yang penting dalam hidupmu?;;12042;pepelin mepike khut malet nange Pot su ngeluh
286342;Menurut kamu apa hal paling tidak dewasa yang pernah dilakukan orang tua kamu?;;12076;hal si paling tidak dewasa menukhut ku si enggo penanh ni lakukan ame uwan ku iyalah melakhang ku sekolah ni luakh pulo aceh nde
286343;Menurut kamu apa hal paling tidak dewasa yang pernah dilakukan olehmu?;;12081;nakhen pepelin pekhak kadang melawan me khang tue
286343;Menurut kamu apa hal paling tidak dewasa yang pernah dilakukan olehmu?;;2159;ngati ngechat anak khalak lewat wa khut fb
286343;Menurut kamu apa hal paling tidak dewasa yang pernah dilakukan olehmu?;;4469;hal si paling malet dewasa si pekhnah kulakuken melelo nggati khut anak-anak 
286345;Sampaikan apa saja bagian budaya kamu yang paling kamu banggakan.;;12114;baju mesikhat,Bulang bulu,pemamanen,pelebat,nakhi belo mesusun
286345;Sampaikan apa saja bagian budaya kamu yang paling kamu banggakan.;;12095;Bagas adat alas budaye paling ku bangge Ken khut aku senangi Edi me pemamanen khut antat takhuh
286345;Sampaikan apa saja bagian budaya kamu yang paling kamu banggakan.;;12106;budaye si paling ku banggeken iyalah budaye pemamanan jinto ku de si nilakukan ni adat alas nde sebab khami ne jeme si jinto kude
286346;Sampaikan apa saja bagian budaya kamu yang paling tidak kamu banggakan.;;12119;badaye pemamanen kakhen mengkekhi ken sen mak e khut pak e ku
286346;Sampaikan apa saja bagian budaya kamu yang paling tidak kamu banggakan.;;12118;senat kakhene Edi hakhus ni lakuken setiap naki
286346;Sampaikan apa saja bagian budaya kamu yang paling tidak kamu banggakan.;;12146;budaye si endak ku sukai iyalah budaye mepakhuk pemuda pemudi anak khu khut anak laki ni buah khumah
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12131;malet pet ngalah pet menang Sade
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12140;kakhene sendah bue tekhjadi anak Khu si gakhami belanje jadi tulang punggung keluakhge ne de gedi kae gune ne ank laki munyang ate ku ngidah se
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12144;mlt kae pe si ku benci kakhene akhus kekhi ne aku sukukhi
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12133;paling ku benci kene khubati aku ni kute
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12130;senakhen ni sukhuh, dan malet nemu bebas lays khut imbang
286347;Hal apa saja yang kamu benci tentang menjadi seorang wanita/pria?;;12248;kakhene khabut jadi Anek bekhu Edi v khibet su
286348;Hal apa saja yang kamu senangi tentang menjadi seorang wanita/pria?;;12155;kakhene nak bekhu si paling mehakhge ne
286348;Hal apa saja yang kamu senangi tentang menjadi seorang wanita/pria?;;12168;kahene Ndak bekhu si paling mehage ne ni khang alas nde
286348;Hal apa saja yang kamu senangi tentang menjadi seorang wanita/pria?;;12218;janji janji mu NGO kegi Bene Ndak Tuhu tuhu
286348;Hal apa saja yang kamu senangi tentang menjadi seorang wanita/pria?;;12179;sebhage anak laki aku senang be dhikhiku sebab nak laki sebhage pemimpin bhagas khumah tangge, sebhage pemimpin bhagas kekhine ukhusen
286348;Hal apa saja yang kamu senangi tentang menjadi seorang wanita/pria?;;12165;Taboh jadi anak laki Taboh ngatur anak Kalak Taboh nukhur se
286349;Jelaskan gaya berpakaian pilihanmu.;;12181;kae v Nemu asal pas ni badan khut menutupi kekhine selukhuh badan
286349;Jelaskan gaya berpakaian pilihanmu.;;12174;aku senang mepakaien asal asal pelin kakhene aku malet pet khepot
286349;Jelaskan gaya berpakaian pilihanmu.;;12221;aku get ate ku mebaju wakhne biru gelambe
286350;Bagaimana biasanya kamu menyapa orang yang tidak terlalu kamu sukai?;;12180;mendil mateku mane, kakhene malet ku tandai iye
286351;Bagaimana biasanya kamu menyapa orang yang tidak terlalu kamu kenal?;;12209;care menyape kalak si malot kenal su iyelah cikhem pelin ke iye
286351;Bagaimana biasanya kamu menyapa orang yang tidak terlalu kamu kenal?;;12195;tanyak kabakha ne tanyak dang kae ulah ne
286351;Bagaimana biasanya kamu menyapa orang yang tidak terlalu kamu kenal?;;12216;mlt ku Ngin cekhok i se kakhe ne aku jeme ne pemele
286355;Ceritakan hal apa saja yang bisa membuatmu menangis.;;12269;tentang mek ku kakhene te ngo masalah emek ku sikel tangis gat nakhen bahanine
286355;Ceritakan hal apa saja yang bisa membuatmu menangis.;;12252;si Mahan aku tangis kene mengasi aku gegakhe citok
286355;Ceritakan hal apa saja yang bisa membuatmu menangis.;;12264;nabuh Honda akhi khubat te kene mengasi orang tue
286355;Ceritakan hal apa saja yang bisa membuatmu menangis.;;12266;"ketike kalak ngeluakh ken kata"" si Mahan ate ku mesui kelok ato p songgang ne aku khut ngidah khang tue ku tangis"
286355;Ceritakan hal apa saja yang bisa membuatmu menangis.;;2777;sui ate
286356;Ceritakan lebih banyak tentang hobi/kebiasaanmu yang tidak dilakukan oleh kebanyakan orang.;;12263;jeumeulah ureuëng di Kampus aku dpt di Kampus aku hanya
286356;Ceritakan lebih banyak tentang hobi/kebiasaanmu yang tidak dilakukan oleh kebanyakan orang.;;12276;hobi q si Ndak toh jeme Edi me bersih bersih ni khumah khut memasak ni khumah
286356;Ceritakan lebih banyak tentang hobi/kebiasaanmu yang tidak dilakukan oleh kebanyakan orang.;;12281;aku hobi membace walo v gat Mak get su ate ku
286356;Ceritakan lebih banyak tentang hobi/kebiasaanmu yang tidak dilakukan oleh kebanyakan orang.;;12274;hobi si ku biaseken atau pe si bue di lakuken kalak Edi main bola khut main hp
286356;Ceritakan lebih banyak tentang hobi/kebiasaanmu yang tidak dilakukan oleh kebanyakan orang.;;12283;melolo khut imbang malet peduli kepada en kae pe tetap melelo
286358;Hal-hal apa yang telah kamu lakukan yang memberi kamu banyak kepuasan?;;5696;malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe
286358;Hal-hal apa yang telah kamu lakukan yang memberi kamu banyak kepuasan?;;12308;pul nukokh belanje nukokh baju , selep,kekhine lah nukokh kae si get ate ku pokokne
286361;Mengenai hal apa sajakah rasa ingin tahu kamu?;;3576;khayak si nangat kumetohkhi khase inginku khase tahuku tentang dunie,  tentang dikhimu
286361;Mengenai hal apa sajakah rasa ingin tahu kamu?;;12339;tentang dunie pekerjaan ni kutecane nde khutkhut kehidupan ande
286362;Ceritakan tentang cara menarik untuk bertemu orang baru.;;12428;tentang kae si nmu ukhuk kite ato awene
286362;Ceritakan tentang cara menarik untuk bertemu orang baru.;;12376;sape jeme Babai mecekho tanyak kae hobi ne
286363;Hal-hal apa saja yang kamu sukai dari dirimu sendiri?;;12349;aku malet sombkhong aku nde malet gat mejile mejile te bue kalak get ate kidah cikhem ku aku pe ma pecaye gat da kalah sebut aku bacahk te menukhut ku malet gedi
286364;Menurut kamu, apa saja sifat terburuk yang bisa dimiliki seseorang?;;12359;penangko,nyabu Kalak melawan me khang tue ne
286364;Menurut kamu, apa saja sifat terburuk yang bisa dimiliki seseorang?;;3005;malot mende pekhasat,  ngati bual,  peculas,  pekakhuk
286364;Menurut kamu, apa saja sifat terburuk yang bisa dimiliki seseorang?;;12366;sifat si Ndak Mende dakhi Kalak sifat ikhi dengki khut kalak
286364;Menurut kamu, apa saja sifat terburuk yang bisa dimiliki seseorang?;;5722;menukhut ku sifat si paling khandah si nemu tebheken jeme, kekhine sifat si bhe hewan nemu tebheken jeme apebile ie ndak kuat iman ne
286364;Menurut kamu, apa saja sifat terburuk yang bisa dimiliki seseorang?;;12365;pebual penangko khut kalak pebual penyabu khut kalak pebual pekangking tule pe nipu
286365;Menurut kamu, apa saja hal aneh yang ada pada dirimu?;;3351;kadang pepelin mengas kidah aku kadang malot,  edime entah kaesu aku nde mungkin kadangpe antakhe aku malet me khesen senakhen sulit khut sempit
286366;Apa pertimbangan kamu saat memilih tempat makan?;;12391;taboh atau Ndak makanan side, te me sedap hadi amin
286366;Apa pertimbangan kamu saat memilih tempat makan?;;12395;si taboh kas ne khut taboh imbang nakan ne si beskhik khut khame kale ne kase taboh kumpul
286366;Apa pertimbangan kamu saat memilih tempat makan?;;12375;makanen ne akhus sedap khut menimati tempat ne
286366;Apa pertimbangan kamu saat memilih tempat makan?;;2842;sedap khasene
286368;;di;1513;ni
286373;;itu;1782;die
286374;;nya;1410;we
286379;;oleh;1444;dakhi
286385;;untuk;1799;mekheken
286389;;menjadi;1411;sukhugken
286391;;beberapa;1414;pepigekhi
286391;;beberapa;1812;kekae
286392;;memiliki;1678;nangat
286392;;memiliki;1791;milik
286392;;memiliki;1419;mekhempung
286403;;yang;1944;si
286404;;ingin;1939;nangat
286409;;sebuah;2014;sade
286417;;off;2252;jiun
286465;;membuat;7388;mahani
286477;;sama;2376;nokhos
286481;;rendah;2460;khendah
286485;;kalimat;7486;ungkapen kate
286496;;memberikan;8008;mekheken
286496;;memberikan;7475;kheken
286497;;mengatakan;8006;mengateken
286500;;hal;8004;hal
286505;;lebih;7465;mbue lebih ne
286508;;ketika;8009;ketike
286509;;melihat;7478;ngato
286510;;menulis;7480;sedang nulis
286514;;penggunaan;7978;gune
286517;;sisi;7973;bagas
286532;;sendiri;8112;sade
286536;;berkunjung;7497;tandang
286539;;sun;8072;monyet 
286554;;lintas;8309;Ajukan nggak cair cair
286557;;makanan;8313;Ajukan nggak cair cair
286563;;terlambat;8298;Ajukan nggak cair cair
286564;;penelitian;8295;Ajukan nggak cair cair
286565;;tidak pernah;8289;Ajukan nggak cair cair
286566;;cut;8285;ajukan nggak cair cair 
286576;;makan;8307;Ajukan nggak cair cair
286579;;nyata;8296;Ajukan nggak cair cair
286615;;perawatan;8334;siapa nama kamu
286616;;selanjutnya;8336;tentang Destinasi wisata yang berada di Aceh tenggara
286837;;kereta;6990;kekhete
286842;;window;6978;jendela(tingkap) 
286844;;berlayar;6985;ngalukh
286874;;yard;3979;kekhas
286882;;melodi;3986;malodi
286887;;wanita;4034;nakhu
286891;;bergabung;4040;khut-khut
286893;;istirahat;4038;tadi
286898;;adil;4024;adil
286903;;cocok;4047;cocok
286904;;danau;6901;paye
286904;;danau;4033;danau
286907;;pecah;4027;pecakh
286908;;pilih;4325;pilih
286911;;garden;4254;garden
286914;;desimal;4259;desimal
286924;;awan;4280;embun
286934;;bottom;4337;bottom
286943;;mengamati;6992;pepehei
287110;;ruas;7578;ukhukhen
287124;;instant;7580;lapang
287155;;hat;7051;tok
287178;;istilah;7080;misal
287179;;berenang;7071;khidi/langi/keneng
287182;;camp;7059;sapo
287185;;truk;7068;motokh mbelin
287188;;kolom;7085;kotak
287197;;stretch;7591;dari mana
287200;;membuang;7620;capakken
287201;;properti;7621;milik
287210;;klaim;7603;batalken
287212;;plural;7611;kae di
287213;;kemarahan;7112;mengas
287222;"untuk memiliki atau mengungkapkan pendapat yang menguntungkan; untuk menerima sebagai memuaskan";disetujui;7599;enggo nisetujui
287225;untuk perjalanan melalui atau lebih;bepergian;7595;sikel laus
287226;untuk mengamati sebagai penonton;menonton;7197;menonton
287229;menjadi atau menyebabkan berhubungan dengan sesuatu;menyentuh;7631;gamit
287234;untuk mengejar dan sering lulus;menyusul;7639;ulihi
287237;untuk mengejar dan sering lulus;disusul;7646;niulihi
287240;"untuk meletakkan tangan di atas dengan cara atau derajat apapun; terutama - untuk melakukan kekerasan atas";tersentuh;7227;mekhase ate
287247;marah, menggulingkan;membanjiri;7226;bagepasekh
287251;untuk menjatuhkan dengan kekerasan;lempar;7669;gewokh
287251;untuk menjatuhkan dengan kekerasan;lempar;7667;kebok
287253;untuk menangani (sesuatu, seperti alat) secara efektif;memegang;7661;menggamit
287257;menjadi penuh harapan;menonton;7651;ngato
287303;memiliki keengganan yang kuat untuk: merasa sangat tidak menyenangkan;dibenci;7727;panek
287305;untuk memisahkan biji dari sekam dan jerami dengan cara dipukul;mengirik;7280;mengikhik
287312;gemetar tanpa sadar (seperti ketakutan atau kedinginan): menggigil;gemetaran;7704;ketetet
287315;menjadi penuh harapan;jam tangan;7725;jam
287318;pasangan pria dalam pernikahan;milik suami;7718;pung laki
287319;untuk mencapai kesadaran atau pemahaman tentang;memahami;7716;pahami
287322;untuk melihat;menonton;7784;ngato
287325;merasakan permusuhan yang ekstrem terhadap: menganggap dengan permusuhan aktif;dibenci;7755;munyang
287328;untuk memisahkan bagian atau memisahkan dengan paksa : rend;robek;7759;muak
287335;untuk mengambil kembali atau pergi;menarik;7746;takhii
287345;untuk menarik ke bawah, memecah: menghancurkan;robek;7818;muak
287348;untuk pergi dengan sebagai rekan atau pendamping;disertai;7813;khut
287350;untuk membersihkan oleh atau seolah-olah dengan tindakan cairan (seperti air);mencuci;7810;nesah
287497;untuk menyakiti atau merusak (seseorang atau sesuatu);terluka;6887;nsjsjssndnfhdbddh hdnxhdnd
287527;Apa cerita atau kisah favorit yang ingin Anda bagikan dengan orang lain?;;8111;nggak ada cerita favorit biase amin kekhine
287532;Ceritakan gambaran karakter atau cerita fiksi yang anda pernah buat atau tonton?;;7292;bagas detail sebuwe mungkin, tulung cekhiteken tentang sekalak si empung pengakhuh mejile tebe geluh kenin
287534;Ceritakan momen yang tak terlupakan atau bermakna dari masa kecil Anda.;;12406;khidi khut nekkuh nenekku nilawe ger ger
287534;Ceritakan momen yang tak terlupakan atau bermakna dari masa kecil Anda.;;12414;jonging ras Bengkala nggo bage injam na sen ku 50 la balekkena
287534;Ceritakan momen yang tak terlupakan atau bermakna dari masa kecil Anda.;;12416;melolo Sampek lupe waktu Kene mengasi be
287535;Ceritakan pengalaman paling menakutkan atau mengharukan yang pernah Anda alami.;;12412;sedih khut gari ni sakati khut ji keceweken
287535;Ceritakan pengalaman paling menakutkan atau mengharukan yang pernah Anda alami.;;7338;bagas detail bue mungkin,jelasken situasi,si sulit atope tantang si let ngadepi khut ketekhe ngatasi se
287536;Ceritakan pengalaman paling menyenangkan yang pernah Anda alami dalam hidup Anda.;;7339;sedang cut mase khami melelo khut imbang
287537;Ceritakan pengalaman yang berkesan atau bermakna dalam hidup anda?;;12460;terkese kakhene nangat metoh Edi v kadang
287537;Ceritakan pengalaman yang berkesan atau bermakna dalam hidup anda?;;12427;ketike kau khut keluargaku mangan mangan ketkhut
287537;Ceritakan pengalaman yang berkesan atau bermakna dalam hidup anda?;;12441;"Syahril ato p pidato telu alak jeme laus me kecamaten "" kalak untuk Mido khut tanding pesanekhen akhi"
287538;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat berinteraksi dengan seseorang dari budaya atau latar belakang yang berbeda.;;12449;interaksi si ku alami ngato budaye Kalak di ndak bede jauh khut budaye ku
287539;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat berpartisipasi dalam suatu acara kebudayaan atau perayaan.;;12446;Gati melelo Khut imbang Sampek lupe waktu
287540;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat berpartisipasi dalam suatu acara pertemuan komunitas.;;7396;canggung khut kagum sekhte bersemangat untuk ingin tau
287541;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat berpartisipasi dalam suatu acara upacara agama atau spiritual.;;12463;bahagia metohise khut pengalmen mangan mangan khut
287542;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat mempelajari sesuatu hal yang baru.;;12479;ngko saja si ndarami na teh
287542;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat mempelajari sesuatu hal yang baru.;;12477;tanding untuk babe gelakh pesantkhen ku akhi laus me camat Kalak ngemis untuk ni babe tanding
287543;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat menghabiskan waktu bersama keluarga atau orang yang dicintai.;;12487;mangan cimpe khut mek ku tambah tule khami khami uh edi me si paling get ate ku
287543;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat menghabiskan waktu bersama keluarga atau orang yang dicintai.;;12472;sanget senang khut bahagie kitike kite kumpul khut okhang tur
287544;Ceritakan sebuah anekdot atau kejadian lucu yang pernah terjadi dalam hidup anda?;;6981;cerita alas
287547;Ceritakan tentang orang yang memiliki dampak signifikan dalam hidup Anda?;;7403;sejak bangsa Indonesia malet memperhatiken Aceh, setelah Edi Aceh mulai melakukan aksi perlawanen melalui sebuah pergerakan
287547;Ceritakan tentang orang yang memiliki dampak signifikan dalam hidup Anda?;;12515;mame ku si bantu aku masuk ke kampus Edi me soh bende cekhite ku
287547;Ceritakan tentang orang yang memiliki dampak signifikan dalam hidup Anda?;;12505;iye si mempekhatiken kite tentang kite ni bagas ngeluh te
287548;Ceritakan tentang sebuah momen yang sangat memalukan yang pernah Anda alami.;;7062;iklim tropis
287549;Ceritakan tentang seseorang yang pernah memberikan pengaruh besar dalam hidup Anda dan mengapa.;;12514;mame ku khut mae   awok ku khu mame ku
287549;Ceritakan tentang seseorang yang pernah memberikan pengaruh besar dalam hidup Anda dan mengapa.;;7072;Wilayahnya sangat mengerikan karena masih hutan rimbun dan binatang buas sangat bayak
287550;Ceritakan tentang situasi yang sulit atau menantang yang Anda hadapi dan bagaimana Anda mengatasinya?;;12519;abakh dan tabah jalan ken kehidupen kite ni dunie
287550;Ceritakan tentang situasi yang sulit atau menantang yang Anda hadapi dan bagaimana Anda mengatasinya?;;7075;manfaatnya sangat banyak
287550;Ceritakan tentang situasi yang sulit atau menantang yang Anda hadapi dan bagaimana Anda mengatasinya?;;12517;ketike aku dang sekhik mlt ise pe pot bantu se aku
287557;Apa saja yang dapat kita pelajari dari sejarah yang dapat membantu kita memahami permasalahan dan tantangan saat ini?;;7095;berjuang keras demi mendapatkan kemerdekaan walaupun nyawa taruhannya
287560;Ceritakan apa yang terjadi ketika Belanda menjajah daerah Anda?;;7123;kami dakhi suku alas mebue ragam suku dan budaye
287562;Ceritakan bagaimana Islam memasuki daerah Anda?;;12554;Ende tule aboyyyy payah ne ku AKAP jawab SE
287563;Ceritakan bagaimana dampak imigrasi dan migrasi pada sejarah daerah atau negara Anda?;;12557;nggo Edi balik side aku nda nggo Maghrib pe
287564;Ceritakan bagaimana dampak kebijakan pemerintah dan sistem politik pada sejarah daerah atau negara Anda?;;12564;kiteh me assalamualaikum ku ucapkan bamu
287567;Ceritakan bagaimana dampak pertukaran budaya dan globalisasi pada sejarah daerah atau negara Anda?;;12572;Nemu Mahan anak bangse nde me pikekh lebih luas
287587;Ceritakan tentang kehidupan atau karier seorang tokoh bersejarah, termasuk kontribusi dan dampaknya pada sejarah?;;7182;sangat penting karena mereka membuat foto dan vidio untuk di bagikan lewat media baik itu televisi dan lainya
287587;Ceritakan tentang kehidupan atau karier seorang tokoh bersejarah, termasuk kontribusi dan dampaknya pada sejarah?;;12626;uwe tekhe oe sah dalani to ngo laus gat beidh
287591;Apa saja hal yang paling menarik bagi Anda ketika mengunjungi tempat wisata terntentu?;;7190;keluarga dalam budaya sangat penting
287601;Ceritakan gambaran bentuk perumahan atau arsitektur tradisional yang digunakan dalam budaya atau daerah Anda?;;7217;melagam tradisi seni yang di buat di saat pesta sunatan
287605;Ceritakan hal -hal yang dinikmati wisatawan lokal di daerah Anda?;;7229;kelapa sawit tanaman jangka panjang yang berusia puluhan tahun
287606;Ceritakan kerajinan atau dagangan tradisional yang ada di daerah Anda?;;7597;cakhe Mahan SIM,pekhtama laus be kantur Samsat kemudian jumpai petugas ni bagian loket untuk Mahan SIM,pul Edi serajken KTP asli,isi lot kotas kheken petugas,tekhakhir nahan foto
287607;Ceritakan mengenai bentuk obat tradisional atau perawatan kesehatan yang digunakan dalam budaya atau daerah Anda?;;12657;daun delembu untuk sui tuke, daun putok, daun bimbakhen
287608;Ceritakan mengenai festival budaya atau perayaan yang pernah Anda ketahui atau hadiri?;;7242;jarak antakhe khumahku me kota, malet nae kune su ndauhne
287610;Ceritakan mengenai kesenian tradisional di daerah Anda?;;7607;laus belanje,pilih bahan si kite masak,bekhsihken,bakhu masak
287610;Ceritakan mengenai kesenian tradisional di daerah Anda?;;12660;Tangis dilo, nakhi, pelebat, mesekat nge
287613;Ceritakan mengenai pengalaman perjalanan yang unik atau berkesan yang Anda miliki?;;7968;kheken aku pkhintah langkah Kase langkah cakhe tuk nulokh tigoh
287614;Ceritakan mengenai pentingnya keluarga dan komunitas dalam budaya Anda?;;8114;we si aman di pokoknya kaonkelhine welah
287615;Ceritakan mengenai peran mendongeng, cerita rakyat, atau tradisi lisan dalam budaya Anda?;;8118;cekhite si layakh khut bekhu dinem amin edipe kukhang aku meroh
287620;Ceritakan peran alam dan lingkungan dalam budaya Anda, termasuk tradisi atau praktik unik?;;8126;ceritakan peran alam di lingkungan termasuk tradisi batik
287620;Ceritakan peran alam dan lingkungan dalam budaya Anda, termasuk tradisi atau praktik unik?;;8427;cekhiteken tentang alam dan lingkungen bagas budaye kendin,sibage tradisi atope praktek unik
287626;Ceritakan tentang budaya atau kebiasaan unik dari negara atau daerah Anda.;;8136;Ahas SE gedang gedang
287626;Ceritakan tentang budaya atau kebiasaan unik dari negara atau daerah Anda.;;8135;citok su poin ne males kami
287627;Ceritakan tentang festival atau acara budaya yang pernah Anda hadiri atau ingin hadiri di masa yang akan datang.;;8141;te kami ande dang sebelum khaye ngadaken lamle gelkakhne
287628;Ceritakan tentang makanan atau minuman khas yang hanya dapat Anda temukan di daerah atau negara Anda.;;8629;Manuk labakh sebuah panganen khang alas, sedangken cendol minumen ne  khang alas
287629;Ceritakan tentang suatu adat atau kebiasaan unik dari budaya daerah atau negara Anda.;;8143;ceritakan tentang sesuatu adat atau kebiasaan unik dari budaya daerah atau negara Anda
287629;Ceritakan tentang suatu adat atau kebiasaan unik dari budaya daerah atau negara Anda.;;8496;kebiaseen adat alas pemamanen biasene ni bahani waktu kalak kawin
287629;Ceritakan tentang suatu adat atau kebiasaan unik dari budaya daerah atau negara Anda.;;8462;pelin begahan ulah orang alas nde mlt pe ,me sen harus lot Ken ,te khang alas nde
287630;Ceritakan tentang tempat yang pernah Anda kunjungi yang memiliki nilai sejarah atau tradisi budaya yang kaya?;;8144;ceritakan tentang tempat yang pernah anda kunjungi yang memiliki nilai sejarah atau tradisi budaya
287630;Ceritakan tentang tempat yang pernah Anda kunjungi yang memiliki nilai sejarah atau tradisi budaya yang kaya?;;8519;kas si lot aku kunjungi kayu uwingen khut Bekhu dinem
287631;Apa prosedur yang biasa Anda lakukan ketika ingin melakukan perawatan rutin pada kendaraan Anda?;;8145;apa prosedur yang biasa anda lakukan ketika ingin melakukan perawatan rutin pada kendaraan anda
287631;Apa prosedur yang biasa Anda lakukan ketika ingin melakukan perawatan rutin pada kendaraan Anda?;;8476;milasi Hondar meijilekan mesine ganti selender
287632;Apa prosedur yang biasa Anda lakukan ketika ingin melakukan presentasi atau diskusi dengan tim atau kelompok kerja?;;8507;cakhe untuk kerja kelompok
287632;Apa prosedur yang biasa Anda lakukan ketika ingin melakukan presentasi atau diskusi dengan tim atau kelompok kerja?;;8472;kae si kandu buet nde dang pot kerje kelompok
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8545;Siap Ken Dikhi khut lebih mejile
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8486;kae prosedur si biase kandu bahani ketika nangat mempersiapken presentasi ato pidato ni muke umum
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8563;Siapken dikhi siapken materi pidato siskel ni tampilken
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8483;petame bace bismillah selawat ke jujungen nabi Muhammad saw
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8485;siap Ken bahan ,terus tulis,terus Abal ,mental pe harus siap Ken
287633;Apa prosedur yang biasa Anda lakukan ketika ingin mempersiapkan presentasi atau pidato di depan umum?;;8482;petame bace bismillah selawat ke jujungen nabi Muhammad Saw
